Company,Shortname,Link 
Suven Life Sci,SP24,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/suvenlifesciences/SLS01
Bliss GVS,BCP01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/blissgvspharma/BGV
Gufic Bio,CF02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/guficbiosciences/GB04
TTK Healthcare,TTK,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ttkhealthcare/TTK
Take Solutions,TS09,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/takesolutions/TS09
RPG Life,RPG03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/rpglifesciences/RPG05
Kopran,K01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kopran/K01
Lincoln Pharma,LP06,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lincolnpharmaceuticals/LP06
Nectar Life,NL01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/nectarlifesciences/NL01
Ind-Swift Labs,ISL,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indswiftlaboratories/ISL
Venus Remedies,VR01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/venusremedies/VR01
Bafna Pharma,BP11,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/bafnapharmaceuticals/BP01
Themis Medicare,TC05,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/themismedicare/TM04
Lasa Supergener,LS06,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lasasupergenerics/LS06
Albert David,AD01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/albertdavid/AD01
Wanbury,PO,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/wanbury/W12
Krebs Biochem,KB03,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/krebsbiochemicalsindustries/KBI
JagsonpalPharma,JP02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/jagsonpalpharmaceuticals/JP02
Vivimed Labs,VL07,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/vivimedlabs/VL07
Brooks Labs,BL04,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/brookslaboratories/BL
Mangalam Drugs,MDO,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mangalamdrugsorganics/MDO
SMS Lifescience,SMS,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/smslifesciencesindia/SMS01
Kilitch Drugs,KDI,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/kilitchdrugsindia/KDI
Biofil Chem,BCP,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/biofilchemicalspharmaceuticals/BCP
Alpa Labs,AL11,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alpalaboratories/AL11
Bal Pharma,BP02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/balpharma/BP02
Lyka Labs,LL02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lykalabs/LL02
Ortin Labs,OL02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ortinlaboratories/OL01
Ind-Swift,IS02,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/indswift/IS02
Parenteral Drug,PDI01,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/parenteraldrugsindia/PDI01
Syncom Health,SH12,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/syncomhealthcare/SH03
Alchemist,TI12,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/alchemist/A12
Jindal Photo,JP11,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/jindalphoto/JP11
Apollo Pipes,ALF02,https://www.moneycontrol.com/india/stockpricequote/plastics/apollopipes/ALF02
PPL,PPL54268,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/prakashpipeslimited/PPL54268
Nahar Poly Film,NE01,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/naharpolyfilms/NIH
Sintex Plastics,SPT,https://www.moneycontrol.com/india/stockpricequote/plastics/sintexplasticstechnology/SPT
Kingfa Science,HSS,https://www.moneycontrol.com/india/stockpricequote/plastics/kingfasciencetechnology/HSS
Arrow Greentech,ACP,https://www.moneycontrol.com/india/stockpricequote/plastics/arrowgreentech/ACP
Premier Polyfil,PP19,https://www.moneycontrol.com/india/stockpricequote/plastics/premierpolyfilm/PP19
Tokyo Plast,TPI01,https://www.moneycontrol.com/india/stockpricequote/plastics/tokyoplastinternational/TPI01
Tainwala Chem,TCP,https://www.moneycontrol.com/india/stockpricequote/plastics/tainwalachemicalsplasticsindia/TCP
Supreme Ind,SI48,https://www.moneycontrol.com/india/stockpricequote/plastics/supremeindustries/SI48
Nilkamal,NP08,https://www.moneycontrol.com/india/stockpricequote/plastics/nilkamal/NP08
Time Techno,TT08,https://www.moneycontrol.com/india/stockpricequote/packaging/timetechnoplast/TT03
Mold-Tek Pack,MTP02,https://www.moneycontrol.com/india/stockpricequote/plastics/moldtekpackaging/MTP01
Acrysil India,AI04,https://www.moneycontrol.com/india/stockpricequote/acrysilindia/acrysilindia/AI04
Pil Italica,PI08,https://www.moneycontrol.com/india/stockpricequote/plastics/pilitalicalifestyle/PI08
Hitech Corp,HTP,https://www.moneycontrol.com/india/stockpricequote/plastics/hitechcorporation/HP08
TPL Plastech,TP,https://www.moneycontrol.com/india/stockpricequote/plastics/tplplastech/TPL02
Pearl Polymers,PP08,https://www.moneycontrol.com/india/stockpricequote/plastics/pearlpolymers/PP08
Sintex Ind,SI27,https://www.moneycontrol.com/india/stockpricequote/diversified/sintexindustries/SI27
Xpro India,XI,https://www.moneycontrol.com/india/stockpricequote/packaging/xproindia/XI
Astral Poly Tec,APT02,https://www.moneycontrol.com/india/stockpricequote/plastics/astralpolytechnik/APT02
Prince Pipes,PPF,https://www.moneycontrol.com/india/stockpricequote/plasticstubespipeshosesfittings/princepipesfittings/PPF
Finolex Ind,FI,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/finolexindustries/FI
Jain Irrigation,JIS02,https://www.moneycontrol.com/india/stockpricequote/plastics/jainirrigationsystems/JIS02
Texmo Pipes,TPP,https://www.moneycontrol.com/india/stockpricequote/plastics/texmopipesproducts/TPP
JISL,JIS03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/jainirrigationsystems/JISLD57000
Tijaria Polypip,TP10,https://www.moneycontrol.com/india/stockpricequote/plastics/tijariapolypipes/TP
Gujarat Pipavav,GPP03,https://www.moneycontrol.com/india/stockpricequote/shipping/gujaratpipavavport/GPP03
Dredging Corp,DCI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/dredgingcorporationindia/DCI
Adani Trans,AT18,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/adanitransmission/AT22
Power Grid Corp,PGC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/powergridcorporationindia/PGC
NTPC,NTP,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/ntpc/NTP
Adani Power,AP26,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanipower/AP11
Tata Power,TPC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/tatapowercompany/TPC
NHPC,N07,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nhpc/N07
Torrent Power,TP13,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/torrentpower/TP14
JSW Energy,JE02,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/jswenergy/JE01
IEX,IEE,https://www.moneycontrol.com/india/stockpricequote/diversified/indianenergyexchange/IEE
SJVN,S14,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sjvn/S11
IndiGrid InvIT ,IIF01,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/indigridinvitfund/IIF01
CESC,CES,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/cesc/CES
NLC India,NLC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/nlcindia/NLC
Sterling & Wils,SWS,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sterlingwilsonsolar/SWS
PTC India,PTC01,https://www.moneycontrol.com/india/stockpricequote/trading/ptcindia/PTC02
Jaiprakash Pow,JHP01,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/jaiprakashpowerventures/JHP01
Rattan Power,IP08,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/rattanindiapower/IP09
Reliance Power,RP,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/reliancepower/RP
Guj Ind Power,GIP,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/gujaratindustriespowerco/GIP
Nava Bharat Ven,NBF01,https://www.moneycontrol.com/india/stockpricequote/diversified/navabharatventures/NBV
Rattanindia Ent,IIP,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/rattanindiaenterprises/IIP
BF Utilities,BFU,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/bfutilities/BFU
Reliance Infra,BSE,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/relianceinfrastructure/RI38
Urja Global,CCS02,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/urjaglobal/UG01
GVK Power,GVK,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/gvkpowerinfrastructure/GVK
Orient Green,OGP,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/orientgreenpowercompany/OGP
Energy Dev,EDC,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/energydevelopmentcompany/EDC
Indowind Energy,IE08,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/indowindenergy/IE08
Karma Energy,KE9,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/karmaenergy/KE9
S E Power,SEP02,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/sepower/SEP03
Urja Global-RI,UGR01,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/urjaglobalri/UGR01
Indiamart Inter,II22,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/indiamartintermesh/II12
Navneet,NP,https://www.moneycontrol.com/india/stockpricequote/printingstationery/navneeteducation/NP01
JagranPrakashan,JP12,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/jagranprakashan/JP12
DB Corp,C13,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/dbcorp/C13
MPS,MI31,https://www.moneycontrol.com/india/stockpricequote/printingstationery/mps/MI31
Sandesh,S01,https://www.moneycontrol.com/india/stockpricequote/printingstationery/sandesh/S01
HT Media,HT,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/htmedia/HT
Hindustan Media,HMV,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/hindustanmediaventures/HMV
Repro India,RI35,https://www.moneycontrol.com/india/stockpricequote/printingstationery/reproindia/RI35
S Chand and Co,CCL04,https://www.moneycontrol.com/india/stockpricequote/printingstationery/schandcompanylimited/CCL
Sambhaav Media,PEI01,https://www.moneycontrol.com/india/stockpricequote/printingstationery/sambhaavmedia/SM16
Next Mediaworks,MDM01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/nextmediaworks/MDM01
Cyber Media,CMI01,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/cybermediaindia/CMI01
Infomedia Press,TD,https://www.moneycontrol.com/india/stockpricequote/printingstationery/infomediapress/I13
Diligent Media ,DMC04,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/diligentmediacorporationltd/DMC05
Kokuyo Camlin,C02,https://www.moneycontrol.com/india/stockpricequote/diversified/kokuyocamlin/C02
Linc PenandPlas,LPP,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/lincpenplastics/LPP
Texmaco Rail,TRE,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/texmacorailengineering/TRE
Titagarh Wagons,TW04,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/titagarhwagons/TW04
CRISIL,CRI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/crisil/CRI
ICRA,ICR,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/icra/ICR
CARE Ratings,CAR,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/careratings/CAR
BPCL,BPC,https://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC
IOC,IOC,https://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC
HPCL,HPC,https://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC
MRPL,MRP,https://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP
Chennai Petro,MR,https://www.moneycontrol.com/india/stockpricequote/refineries/chennaipetroleumcorporation/CPC02
Orient Refract,OR01,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/orientrefractories/OR01
Vesuvius India,VI06,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/vesuviusindia/VI06
IFGL Refractory,IFG,https://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/ifglrefractories/IFG
Orient Abrasive,OA01,https://www.moneycontrol.com/india/stockpricequote/abrasives/orientabrasives/OA01
General Insuran,GIC12,https://www.moneycontrol.com/india/stockpricequote/diversified/generalinsurancecorporationindia/GIC12
Adani Green Ene,ADANI54145,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanigreenenergylimited/ADANI54145
Avenue Supermar,AS28,https://www.moneycontrol.com/india/stockpricequote/retail/avenuesupermarts/AS19
Trent,L,https://www.moneycontrol.com/india/stockpricequote/retail/trent/T04
Aditya Birla F,PFR,https://www.moneycontrol.com/india/stockpricequote/retail/adityabirlafashionretail/PFR
V-Mart Retail,VR03,https://www.moneycontrol.com/india/stockpricequote/retail/vmartretail/VR03
Future Retail,FR,https://www.moneycontrol.com/india/stockpricequote/retail/futureretail/FR
Shoppers Stop,SS51,https://www.moneycontrol.com/india/stockpricequote/retail/shoppersstop/SS51
AFL,ARVIN54248,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/arvindfashionslimited/ARVIN54248
AB F&R-PP,ABF01,https://www.moneycontrol.com/india/stockpricequote/retailing/adityabirlafashionretailpp/ABF01
Spencer Retail,SPENC54233,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/spencerretail/SPENC54233
Future Ent DVR,PRI,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/futureenterpriseslimited/FELDV57000
Future Ent,PFI,https://www.moneycontrol.com/india/stockpricequote/retail/futureenterprises/PR03
V2 Retail,VR02,https://www.moneycontrol.com/india/stockpricequote/retail/v2retail/VR02
Future Market,AD05,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/futuremarketnetworks/AD04
Mandhana Retail,TMR,https://www.moneycontrol.com/india/stockpricequote/retail/themandhanaretailventures/TMR
Cochin Shipyard,CS17,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/cochinshipyard/CS
Mazagon Dock,MDS01,https://www.moneycontrol.com/india/stockpricequote/shipbuilding/mazagondockshipbuilders/MDS01
Garden Reach Sh,GRS01,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/gardenreachshipbuildersengineers/GRS01
Shipping Corp,SCI,https://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCI
GE Shipping,GES,https://www.moneycontrol.com/india/stockpricequote/shipping/greateasternshippingcompany/GES
Seamec,PSO,https://www.moneycontrol.com/india/stockpricequote/shipping/seamec/S14
Reliance Naval ,PS14,https://www.moneycontrol.com/india/stockpricequote/shipping/reliancenavalengineering/PS04
Essar Shipping,ES10,https://www.moneycontrol.com/india/stockpricequote/shipping/essarshipping/ES10
Mercator,ML02,https://www.moneycontrol.com/india/stockpricequote/shipping/mercator/ML02
Tata Elxsi,TEI,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/tataelxsi/TE
Tanla Platforms,TS11,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/tanlasolutions/TS11
Nazara,NT03,https://www.moneycontrol.com/india/stockpricequote/software/nazaratechnologies/NT
Subex,SS49,https://www.moneycontrol.com/india/stockpricequote/subex/subex/S15
Newgen Software,NST01,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/newgensoftwaretechnologiesltd/NST01
Nucleus Softwar,NS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/nucleussoftwareexports/NS
Ramco System,RS17,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/ramcosystem/RS17
Accelya Kale,KAL,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/accelyakalesolutions/KAL
Cigniti Tech,CI39,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/cignititechnologies/CI42
OnMobile Global,OG01,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/onmobileglobal/OG01
Saksoft,S12,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/saksoft/S12
63 Moons Tech,WT01,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/63moonstechnologies/FT02
aurionPro Sol,PS12,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/aurionprosolutions/PS12
Brightcom Group,LGS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/lycosinternet/LGS
Mindteck,HI06,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/mindteckindia/MI35
DRC Systems,DSI02,https://www.moneycontrol.com/india/stockpricequote/software/drcsystemsindia/DSI02
GSS Infotech,GAI03,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/gssinfotech/GAI05
Intense Tech,FI17,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/intensetechnologies/FI17
Compucom Soft,CS14,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/compucomsoftware/CS14
RS Software,RSS,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/rssoftwareindia/RSS
Trejhara,TREJH7605,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/trejharasolutionslimited/TREJH7605
California Soft,CS15,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/californiasoftware/CS15
Aarti Ind,AI,https://www.moneycontrol.com/india/stockpricequote/chemicals/aartiindustries/AI45
Atul,A06,https://www.moneycontrol.com/india/stockpricequote/chemicals/atul/A06
Vinati Organics,VO01,https://www.moneycontrol.com/india/stockpricequote/chemicals/vinatiorganics/VO01
Navin Fluorine,PRC,https://www.moneycontrol.com/india/stockpricequote/chemicals/navinfluorineinternational/NFI
Alkyl Amines,AAC,https://www.moneycontrol.com/india/stockpricequote/chemicals/alkylamineschemicals/AAC
Gujarat Fluoro,GUJAR54281,https://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratfluorochemicalslimited/GUJAR54281
Balaji Amines,BA05,https://www.moneycontrol.com/india/stockpricequote/chemicals/balajiamines/BA05
Anupam Rasayan,ARI02,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/anupamrasayanindia/ARI02
Supreme Petro,SP,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/supremepetrochem/SP
Rossari,RB04,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/rossaribiotech/RB05
Laxmi Organic,LOI01,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/laxmiorganicindustries/LOI
Privi Special,HKA,https://www.moneycontrol.com/india/stockpricequote/chemicals/privispecialitychemicals/HKF
Guj Heavy Chem,GHC,https://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratheavychemicals/GHC
Neogen,NC12,https://www.moneycontrol.com/india/stockpricequote/chemicals/neogenchemicals/NC11
Camlin Fine,CFC03,https://www.moneycontrol.com/india/stockpricequote/chemicals/camlinfinesciences/CFC03
Chemcon Special,CSC02,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/chemconspecialitychemicals/CSC
IG Petro,IGP,https://www.moneycontrol.com/india/stockpricequote/chemicals/igpetrochemicals/IGP
Manali Petro,MP02,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/manalipetrochemicals/MP02
Fairchem Org.,FO01,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/fairchemorganics/FO01
Clariant Chem,CC,https://www.moneycontrol.com/india/stockpricequote/dyespigments/clariantchemicalsindia/CCI08
Apcotex Ind,AL05,https://www.moneycontrol.com/india/stockpricequote/rubber/apcotexindustries/AI58
Foseco India,FI12,https://www.moneycontrol.com/india/stockpricequote/chemicals/fosecoindia/FI12
GFL,GF07,https://www.moneycontrol.com/india/stockpricequote/chemicals/gujaratfluorochemicals/GF07
Fineotex Chem,FC06,https://www.moneycontrol.com/india/stockpricequote/fineotexchemical/fineotexchemical/FC02
Plastiblends,PI13,https://www.moneycontrol.com/india/stockpricequote/plastics/plastiblendsindia/PI13
Kanoria Chem,KCI01,https://www.moneycontrol.com/india/stockpricequote/chemicals/kanoriachemicalsindustries/KCI01
Jayant Agro-Org,JAO,https://www.moneycontrol.com/india/stockpricequote/chemicals/jayantagroorganics/JAO
DIC India,CI14,https://www.moneycontrol.com/india/stockpricequote/printingstationery/dicindia/DIC02
Chembond Chem,CC03,https://www.moneycontrol.com/india/stockpricequote/chemicals/chembondchemicals/CC03
Vinyl Chemicals,VCI02,https://www.moneycontrol.com/india/stockpricequote/chemicals/vinylchemicalsindia/VCI02
Seya Industries,SOC01,https://www.moneycontrol.com/india/stockpricequote/chemicals/seyaindustries/SOC01
Vikas WSP,VWS,https://www.moneycontrol.com/india/stockpricequote/chemicals/vikaswsp/VWS
Vikas Ecotech,VL06,https://www.moneycontrol.com/india/stockpricequote/chemicals/vikasecotech/VGO01
Omkar Special,OSC01,https://www.moneycontrol.com/india/stockpricequote/chemicals/omkarspecialitychemicals/OSC01
Chromatic India,CD02,https://www.moneycontrol.com/india/stockpricequote/dyespigments/chromaticindia/CI31
Infibeam Avenue,IIL03,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/infibeamavenues/IIL03
Praxis Home Ret,PRAXI54090,https://www.moneycontrol.com/india/stockpricequote/retail/praxishomeretaillimited/PRAXI54090
Archies,AGG,https://www.moneycontrol.com/india/stockpricequote/printingstationery/archies/A15
MOIL,M11,https://www.moneycontrol.com/india/stockpricequote/miningminerals/moil/M18
Ashapura Mine,AM07,https://www.moneycontrol.com/india/stockpricequote/miningminerals/ashapuraminechem/AM07
20 Microns,2M,https://www.moneycontrol.com/india/stockpricequote/miningminerals/20microns/2M
EID Parry,EID,https://www.moneycontrol.com/india/stockpricequote/sugar/eidparryindia/EID
Balrampur Chini,BCM,https://www.moneycontrol.com/india/stockpricequote/sugar/balrampurchinimills/BCM
Triveni Engg,TE10,https://www.moneycontrol.com/india/stockpricequote/sugar/triveniengineeringindustries/TE10
Shree Renuka,SRS03,https://www.moneycontrol.com/india/stockpricequote/sugar/shreerenukasugars/SRS03
Bannariamman,BS07,https://www.moneycontrol.com/india/stockpricequote/sugar/bannariammansugars/BS07
Dalmia Sugar,DCB,https://www.moneycontrol.com/india/stockpricequote/sugar/dalmiabharatsugarindustries/DCB
Dhampur Sugar,DSM,https://www.moneycontrol.com/india/stockpricequote/sugar/dhampursugarmills/DSM
Andhra Sugar,AS18,https://www.moneycontrol.com/india/stockpricequote/sugar/andhrasugars/AS18
Bajaj Hindustha,BH,https://www.moneycontrol.com/india/stockpricequote/sugar/bajajhindusthansugar/BH06
Dwarikesh Sugar,DSI01,https://www.moneycontrol.com/india/stockpricequote/sugar/dwarikeshsugarindustries/DSI01
Vishwaraj Sugar,VSI01,https://www.moneycontrol.com/india/stockpricequote/sugar/vishwarajsugarindustries/VSI01
Avadh Sugar ,ASE03,https://www.moneycontrol.com/india/stockpricequote/sugar/avadhsugarenergy/ASE03
Uttam Sugar,USM,https://www.moneycontrol.com/india/stockpricequote/sugar/uttamsugarmills/USM
Ugar Sugar Work,USW,https://www.moneycontrol.com/india/stockpricequote/sugar/ugarsugarworks/USW
KCP Sugar,KCP01,https://www.moneycontrol.com/india/stockpricequote/sugar/kcpsugarindcorp/KCP01
Magadh Sugar ,MSE01,https://www.moneycontrol.com/india/stockpricequote/sugar/magadhsugarenergy/MSE01
Rana Sugars,RS05,https://www.moneycontrol.com/india/stockpricequote/sugar/ranasugars/RS05
Mawana Sugars,SIE,https://www.moneycontrol.com/india/stockpricequote/sugar/mawanasugars/MS25
Ponni Sugars(E),PSE03,https://www.moneycontrol.com/india/stockpricequote/sugar/ponnisugarserode/PSE03
Sakthi Sugars,SS,https://www.moneycontrol.com/india/stockpricequote/sugar/sakthisugars/SS
KM Sugar Mills,KMS,https://www.moneycontrol.com/india/stockpricequote/sugar/kmsugarmills/KMS
Rajshree Sugars,RSC,https://www.moneycontrol.com/india/stockpricequote/sugar/rajshreesugarschemicals/RSC
Simbhaoli Sugar,SSM04,https://www.moneycontrol.com/india/stockpricequote/sugar/simbhaolisugars/SS52
Dharani Sugars,DSC,https://www.moneycontrol.com/india/stockpricequote/sugar/dharanisugarschemicals/DSC
Thiru Arooran,TAS,https://www.moneycontrol.com/india/stockpricequote/sugar/thiruarooransugarsindustries/TAS
TATA Cons. Prod,TT,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tataconsumerproducts/TT
CCL Products,CC10,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/cclproductsindia/CC10
Tata Coffee,CC23,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/tatacoffee/TC14
Rossell India,RT08,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/rossellindia/RT08
Mcleod,MRI02,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/mcleodrusselindia/MRI02
Jayshree Tea,JTI,https://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/jayshreeteaindustries/JTI
INDUS TOWERS,BI26,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/industowers/BI14
ITI,ITI,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/iti/ITI
AGC Networks,TT03,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/agcnetworks/AGC
HFCL,HFC,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/hfcl/HFC
Tejas Networks,TN,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/tejasnetworks/TN
Optiemus Infra,AF02,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/optiemusinfracom/AF02
Astra Microwave,AMP01,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/astramicrowaveproducts/AMP01
Vindhya Telelin,VT03,https://www.moneycontrol.com/india/stockpricequote/cablestelephone/vindhyatelelink/VT03
GTL Infra,GTL01,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/gtlinfrastructure/GTL02
Digispice Tech,MO02,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/digispicetechnologies/S13
Bharti Airtel,BTV,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/bhartiairtel/BA08
Vodafone Idea,IC8,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/vodafoneidealimited/IC8
TataTeleservice,HTC02,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/tatateleservicesmaharashtra/TTM01
MTNL,MTN,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/mahanagartelephonenigam/MTN
Reliance Comm,RCV02,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/reliancecommunications/RC13
Tata Comm,VSN,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/tatacommunications/TC17
Railtel,RCO01,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservices/railtelcorporationindia/RCo01
